#transcriptId	proteinId	kogid	kogdefline	kogClass	kogGroup
1599685	1599495	KOG0470	1,4-alpha-glucan branching enzyme/starch branching enzyme II	Carbohydrate transport and metabolism 	METABOLISM
634366	634176	KOG0471	Alpha-amylase	Carbohydrate transport and metabolism 	METABOLISM
1288000	1287810	KOG0471	Alpha-amylase	Carbohydrate transport and metabolism 	METABOLISM
1580383	1580193	KOG0471	Alpha-amylase	Carbohydrate transport and metabolism 	METABOLISM
1594817	1594627	KOG0471	Alpha-amylase	Carbohydrate transport and metabolism 	METABOLISM
1719851	1719661	KOG0471	Alpha-amylase	Carbohydrate transport and metabolism 	METABOLISM
1285629	1285439	KOG0475	Cl- channel CLC-3 and related proteins (CLC superfamily)	Inorganic ion transport and metabolism 	METABOLISM
1592324	1592134	KOG0475	Cl- channel CLC-3 and related proteins (CLC superfamily)	Inorganic ion transport and metabolism 	METABOLISM
1596094	1595904	KOG0475	Cl- channel CLC-3 and related proteins (CLC superfamily)	Inorganic ion transport and metabolism 	METABOLISM
1280202	1280012	KOG0477	DNA replication licensing factor, MCM2 component	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
1668490	1668300	KOG0478	DNA replication licensing factor, MCM4 component	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
1284329	1284139	KOG0479	DNA replication licensing factor, MCM3 component	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
1583175	1582985	KOG0480	DNA replication licensing factor, MCM6 component	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
1492333	1492143	KOG0481	DNA replication licensing factor, MCM5 component	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
1712509	1712319	KOG0482	DNA replication licensing factor, MCM7 component	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
1517492	1517302	KOG0489	Transcription factor zerknullt and related HOX domain proteins	General function prediction only 	POORLY CHARACTERIZED
1280838	1280648	KOG0490	Transcription factor, contains HOX domain	General function prediction only 	POORLY CHARACTERIZED
1445072	1444882	KOG0490	Transcription factor, contains HOX domain	General function prediction only 	POORLY CHARACTERIZED
1561020	1560830	KOG0490	Transcription factor, contains HOX domain	General function prediction only 	POORLY CHARACTERIZED
1588641	1588451	KOG0490	Transcription factor, contains HOX domain	General function prediction only 	POORLY CHARACTERIZED
1597324	1597134	KOG0490	Transcription factor, contains HOX domain	General function prediction only 	POORLY CHARACTERIZED
1640155	1639965	KOG0495	HAT repeat protein	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
901520	901330	KOG0496	Beta-galactosidase	Carbohydrate transport and metabolism 	METABOLISM
1582348	1582158	KOG0496	Beta-galactosidase	Carbohydrate transport and metabolism 	METABOLISM
1582351	1582161	KOG0496	Beta-galactosidase	Carbohydrate transport and metabolism 	METABOLISM
1587724	1587534	KOG0496	Beta-galactosidase	Carbohydrate transport and metabolism 	METABOLISM
1586933	1586743	KOG0497	Oxidosqualene-lanosterol cyclase and related proteins	Lipid transport and metabolism 	METABOLISM
1265301	1265111	KOG0498	K+-channel ERG and related proteins, contain PAS/PAC sensor domain	Inorganic ion transport and metabolism 	METABOLISM
1265301	1265111	KOG0498	K+-channel ERG and related proteins, contain PAS/PAC sensor domain	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1725894	1725704	KOG0502	Integral membrane ankyrin-repeat protein Kidins220 (protein kinase D substrate)	General function prediction only 	POORLY CHARACTERIZED
1596895	1596705	KOG0503	Asparaginase	Amino acid transport and metabolism 	METABOLISM
1637240	1637050	KOG0503	Asparaginase	Amino acid transport and metabolism 	METABOLISM
187912	187722	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
245288	245098	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
1490433	1490243	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
1541231	1541041	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
1587769	1587579	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
1436128	1435938	KOG0508	Ankyrin repeat protein	General function prediction only 	POORLY CHARACTERIZED
1581571	1581381	KOG0509	Ankyrin repeat and DHHC-type Zn-finger domain containing proteins	General function prediction only 	POORLY CHARACTERIZED
1492904	1492714	KOG0514	Ankyrin repeat protein	General function prediction only 	POORLY CHARACTERIZED
1131145	1130955	KOG0516	Dystonin, GAS (Growth-arrest-specific protein), and related proteins	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
1722201	1722011	KOG0516	Dystonin, GAS (Growth-arrest-specific protein), and related proteins	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
1725444	1725254	KOG0516	Dystonin, GAS (Growth-arrest-specific protein), and related proteins	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
1642957	1642767	KOG0517	Beta-spectrin	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
1283331	1283141	KOG0519	Sensory transduction histidine kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1291424	1291234	KOG0519	Sensory transduction histidine kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1292470	1292280	KOG0519	Sensory transduction histidine kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1292531	1292341	KOG0519	Sensory transduction histidine kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1292624	1292434	KOG0519	Sensory transduction histidine kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1292871	1292681	KOG0519	Sensory transduction histidine kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1294923	1294733	KOG0519	Sensory transduction histidine kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1299084	1298894	KOG0519	Sensory transduction histidine kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1467083	1466893	KOG0519	Sensory transduction histidine kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1535017	1534827	KOG0519	Sensory transduction histidine kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1585400	1585210	KOG0519	Sensory transduction histidine kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1590508	1590318	KOG0519	Sensory transduction histidine kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1740482	1740292	KOG0519	Sensory transduction histidine kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
184659	184469	KOG0520	Uncharacterized conserved protein, contains IPT/TIG domain	Function unknown 	POORLY CHARACTERIZED
1437804	1437614	KOG0523	Transketolase	Carbohydrate transport and metabolism 	METABOLISM
1464717	1464527	KOG0523	Transketolase	Carbohydrate transport and metabolism 	METABOLISM
1528706	1528516	KOG0524	Pyruvate dehydrogenase E1, beta subunit	Energy production and conversion 	METABOLISM
1670250	1670060	KOG0525	Branched chain alpha-keto acid dehydrogenase E1, beta subunit	Energy production and conversion 	METABOLISM
1506536	1506346	KOG0526	Nucleosome-binding factor SPN, POB3 subunit	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
1506536	1506346	KOG0526	Nucleosome-binding factor SPN, POB3 subunit	Transcription 	INFORMATION STORAGE AND PROCESSING
1506536	1506346	KOG0526	Nucleosome-binding factor SPN, POB3 subunit	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
1078648	1078458	KOG0527	HMG-box transcription factor	Transcription 	INFORMATION STORAGE AND PROCESSING
1244667	1244477	KOG0527	HMG-box transcription factor	Transcription 	INFORMATION STORAGE AND PROCESSING
1245265	1245075	KOG0527	HMG-box transcription factor	Transcription 	INFORMATION STORAGE AND PROCESSING
1290161	1289971	KOG0527	HMG-box transcription factor	Transcription 	INFORMATION STORAGE AND PROCESSING
1441273	1441083	KOG0527	HMG-box transcription factor	Transcription 	INFORMATION STORAGE AND PROCESSING
1582952	1582762	KOG0527	HMG-box transcription factor	Transcription 	INFORMATION STORAGE AND PROCESSING
1589607	1589417	KOG0527	HMG-box transcription factor	Transcription 	INFORMATION STORAGE AND PROCESSING
1301148	1300958	KOG0529	Protein geranylgeranyltransferase type II, alpha subunit	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1579450	1579260	KOG0529	Protein geranylgeranyltransferase type II, alpha subunit	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1716562	1716372	KOG0530	Protein farnesyltransferase, alpha subunit/protein geranylgeranyltransferase type I, alpha subunit	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
334357	334167	KOG0531	Protein phosphatase 1, regulatory subunit, and related proteins	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1282970	1282780	KOG0531	Protein phosphatase 1, regulatory subunit, and related proteins	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1544417	1544227	KOG0533	RRM motif-containing protein	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
1590841	1590651	KOG0533	RRM motif-containing protein	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
1286697	1286507	KOG0534	NADH-cytochrome b-5 reductase	Energy production and conversion 	METABOLISM
1555178	1554988	KOG0534	NADH-cytochrome b-5 reductase	Energy production and conversion 	METABOLISM
1587190	1587000	KOG0534	NADH-cytochrome b-5 reductase	Energy production and conversion 	METABOLISM
1588674	1588484	KOG0534	NADH-cytochrome b-5 reductase	Energy production and conversion 	METABOLISM
1286697	1286507	KOG0534	NADH-cytochrome b-5 reductase	Coenzyme transport and metabolism 	METABOLISM
1555178	1554988	KOG0534	NADH-cytochrome b-5 reductase	Coenzyme transport and metabolism 	METABOLISM
1587190	1587000	KOG0534	NADH-cytochrome b-5 reductase	Coenzyme transport and metabolism 	METABOLISM
1588674	1588484	KOG0534	NADH-cytochrome b-5 reductase	Coenzyme transport and metabolism 	METABOLISM
54060	53870	KOG0535	Sulfite oxidase, molybdopterin-binding component	Energy production and conversion 	METABOLISM
1282729	1282539	KOG0535	Sulfite oxidase, molybdopterin-binding component	Energy production and conversion 	METABOLISM
1283048	1282858	KOG0535	Sulfite oxidase, molybdopterin-binding component	Energy production and conversion 	METABOLISM
1283240	1283050	KOG0535	Sulfite oxidase, molybdopterin-binding component	Energy production and conversion 	METABOLISM
1434846	1434656	KOG0535	Sulfite oxidase, molybdopterin-binding component	Energy production and conversion 	METABOLISM
1592189	1591999	KOG0535	Sulfite oxidase, molybdopterin-binding component	Energy production and conversion 	METABOLISM
1303539	1303349	KOG0536	Flavohemoprotein b5+b5R	Energy production and conversion 	METABOLISM
1528503	1528313	KOG0537	Cytochrome b5	Energy production and conversion 	METABOLISM
368884	368694	KOG0538	Glycolate oxidase	Energy production and conversion 	METABOLISM
1508983	1508793	KOG0538	Glycolate oxidase	Energy production and conversion 	METABOLISM
1582503	1582313	KOG0538	Glycolate oxidase	Energy production and conversion 	METABOLISM
1587885	1587695	KOG0538	Glycolate oxidase	Energy production and conversion 	METABOLISM
1587887	1587697	KOG0538	Glycolate oxidase	Energy production and conversion 	METABOLISM
1671153	1670963	KOG0538	Glycolate oxidase	Energy production and conversion 	METABOLISM
1290868	1290678	KOG0539	Sphingolipid fatty acid hydroxylase	Lipid transport and metabolism 	METABOLISM
1292134	1291944	KOG0540	3-Methylcrotonyl-CoA carboxylase, non-biotin containing subunit/Acetyl-CoA carboxylase carboxyl transferase, subunit beta	Amino acid transport and metabolism 	METABOLISM
1292134	1291944	KOG0540	3-Methylcrotonyl-CoA carboxylase, non-biotin containing subunit/Acetyl-CoA carboxylase carboxyl transferase, subunit beta	Lipid transport and metabolism 	METABOLISM
617577	617387	KOG0541	Alkyl hydroperoxide reductase/peroxiredoxin	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1630463	1630273	KOG0541	Alkyl hydroperoxide reductase/peroxiredoxin	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
682660	682470	KOG0542	Predicted exonuclease	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
844693	844503	KOG0542	Predicted exonuclease	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
1525302	1525112	KOG0543	FKBP-type peptidyl-prolyl cis-trans isomerase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1452497	1452307	KOG0546	HSP90 co-chaperone CPR7/Cyclophilin	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1652799	1652609	KOG0546	HSP90 co-chaperone CPR7/Cyclophilin	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1488972	1488782	KOG0547	Translocase of outer mitochondrial membrane complex, subunit TOM70/TOM72	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
1276153	1275963	KOG0548	Molecular co-chaperone STI1	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1492022	1491832	KOG0548	Molecular co-chaperone STI1	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1527592	1527402	KOG0548	Molecular co-chaperone STI1	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1593978	1593788	KOG0548	Molecular co-chaperone STI1	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1596299	1596109	KOG0548	Molecular co-chaperone STI1	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1296771	1296581	KOG0549	FKBP-type peptidyl-prolyl cis-trans isomerase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1442199	1442009	KOG0549	FKBP-type peptidyl-prolyl cis-trans isomerase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1583330	1583140	KOG0549	FKBP-type peptidyl-prolyl cis-trans isomerase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
281979	281789	KOG0550	Molecular chaperone (DnaJ superfamily)	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1287532	1287342	KOG0550	Molecular chaperone (DnaJ superfamily)	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1593938	1593748	KOG0550	Molecular chaperone (DnaJ superfamily)	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1571211	1571021	KOG0551	Hsp90 co-chaperone CNS1 (contains TPR repeats)	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1583389	1583199	KOG0551	Hsp90 co-chaperone CNS1 (contains TPR repeats)	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1546541	1546351	KOG0554	Asparaginyl-tRNA synthetase (mitochondrial)	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
1459271	1459081	KOG0555	Asparaginyl-tRNA synthetase	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
1244002	1243812	KOG0556	Aspartyl-tRNA synthetase	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
1470311	1470121	KOG0556	Aspartyl-tRNA synthetase	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
1586995	1586805	KOG0556	Aspartyl-tRNA synthetase	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
1588395	1588205	KOG0557	Dihydrolipoamide acetyltransferase	Energy production and conversion 	METABOLISM
1589087	1588897	KOG0557	Dihydrolipoamide acetyltransferase	Energy production and conversion 	METABOLISM
1482763	1482573	KOG0558	Dihydrolipoamide transacylase (alpha-keto acid dehydrogenase E2 subunit)	Energy production and conversion 	METABOLISM
1704646	1704456	KOG0559	Dihydrolipoamide succinyltransferase (2-oxoglutarate dehydrogenase, E2 subunit)	Energy production and conversion 	METABOLISM
1451582	1451392	KOG0560	Sulfite reductase (ferredoxin)	Inorganic ion transport and metabolism 	METABOLISM
1281345	1281155	KOG0562	Predicted hydrolase (HIT family)	General function prediction only 	POORLY CHARACTERIZED
1295390	1295200	KOG0563	Glucose-6-phosphate 1-dehydrogenase	Carbohydrate transport and metabolism 	METABOLISM
1707102	1706912	KOG0563	Glucose-6-phosphate 1-dehydrogenase	Carbohydrate transport and metabolism 	METABOLISM
1275670	1275480	KOG0564	5,10-methylenetetrahydrofolate reductase	Amino acid transport and metabolism 	METABOLISM
1672648	1672458	KOG0564	5,10-methylenetetrahydrofolate reductase	Amino acid transport and metabolism 	METABOLISM
41193	41003	KOG0565	Inositol polyphosphate 5-phosphatase and related proteins	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
1296612	1296422	KOG0565	Inositol polyphosphate 5-phosphatase and related proteins	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
1484858	1484668	KOG0565	Inositol polyphosphate 5-phosphatase and related proteins	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
1579383	1579193	KOG0565	Inositol polyphosphate 5-phosphatase and related proteins	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
1562380	1562190	KOG0566	Inositol-1,4,5-triphosphate 5-phosphatase (synaptojanin), INP51/INP52/INP53 family	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
1173635	1173445	KOG0567	HEAT repeat-containing protein	General function prediction only 	POORLY CHARACTERIZED
1734832	1734642	KOG0567	HEAT repeat-containing protein	General function prediction only 	POORLY CHARACTERIZED
1288573	1288383	KOG0568	Molecular chaperone (DnaJ superfamily)	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1698387	1698197	KOG0568	Molecular chaperone (DnaJ superfamily)	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1478445	1478255	KOG0569	Permease of the major facilitator superfamily	Carbohydrate transport and metabolism 	METABOLISM
119002	118812	KOG0570	Transcriptional coactivator	Transcription 	INFORMATION STORAGE AND PROCESSING
974939	974749	KOG0571	Asparagine synthase (glutamine-hydrolyzing)	Amino acid transport and metabolism 	METABOLISM
1567821	1567631	KOG0571	Asparagine synthase (glutamine-hydrolyzing)	Amino acid transport and metabolism 	METABOLISM
1692313	1692123	KOG0572	Glutamine phosphoribosylpyrophosphate amidotransferase	Nucleotide transport and metabolism 	METABOLISM
1491913	1491723	KOG0573	Asparagine synthase	Amino acid transport and metabolism 	METABOLISM
1587654	1587464	KOG0574	STE20-like serine/threonine kinase MST	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1584165	1583975	KOG0575	Polo-like serine/threonine protein kinase	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1594642	1594452	KOG0575	Polo-like serine/threonine protein kinase	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1680637	1680447	KOG0575	Polo-like serine/threonine protein kinase	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1736159	1735969	KOG0575	Polo-like serine/threonine protein kinase	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
471632	471442	KOG0578	p21-activated serine/threonine protein kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
935048	934858	KOG0578	p21-activated serine/threonine protein kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1285486	1285296	KOG0578	p21-activated serine/threonine protein kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1288044	1287854	KOG0578	p21-activated serine/threonine protein kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1295539	1295349	KOG0578	p21-activated serine/threonine protein kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1434482	1434292	KOG0578	p21-activated serine/threonine protein kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
944338	944148	KOG0581	Mitogen-activated protein kinase kinase (MAP2K)	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1495720	1495530	KOG0581	Mitogen-activated protein kinase kinase (MAP2K)	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1650620	1650430	KOG0581	Mitogen-activated protein kinase kinase (MAP2K)	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1491557	1491367	KOG0582	Ste20-like serine/threonine protein kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
80679	80489	KOG0583	Serine/threonine protein kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
397257	397067	KOG0583	Serine/threonine protein kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1054924	1054734	KOG0583	Serine/threonine protein kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1276396	1276206	KOG0583	Serine/threonine protein kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1278975	1278785	KOG0583	Serine/threonine protein kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1288213	1288023	KOG0583	Serine/threonine protein kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1291785	1291595	KOG0583	Serine/threonine protein kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1295544	1295354	KOG0583	Serine/threonine protein kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1439707	1439517	KOG0583	Serine/threonine protein kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1440256	1440066	KOG0583	Serine/threonine protein kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1493056	1492866	KOG0583	Serine/threonine protein kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1543070	1542880	KOG0583	Serine/threonine protein kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1582425	1582235	KOG0583	Serine/threonine protein kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1589546	1589356	KOG0583	Serine/threonine protein kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1598033	1597843	KOG0583	Serine/threonine protein kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1664022	1663832	KOG0583	Serine/threonine protein kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1667615	1667425	KOG0583	Serine/threonine protein kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1699632	1699442	KOG0583	Serine/threonine protein kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1591100	1590910	KOG0584	Serine/threonine protein kinase	General function prediction only 	POORLY CHARACTERIZED
1519119	1518929	KOG0585	Ca2+/calmodulin-dependent protein kinase kinase beta and related serine/threonine protein kinases	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1548749	1548559	KOG0586	Serine/threonine protein kinase	General function prediction only 	POORLY CHARACTERIZED
1587591	1587401	KOG0586	Serine/threonine protein kinase	General function prediction only 	POORLY CHARACTERIZED
1157196	1157006	KOG0588	Serine/threonine protein kinase	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1435593	1435403	KOG0588	Serine/threonine protein kinase	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1442148	1441958	KOG0588	Serine/threonine protein kinase	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1636222	1636032	KOG0588	Serine/threonine protein kinase	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1712253	1712063	KOG0588	Serine/threonine protein kinase	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1094669	1094479	KOG0590	Checkpoint kinase and related serine/threonine protein kinases	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1166638	1166448	KOG0590	Checkpoint kinase and related serine/threonine protein kinases	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1276035	1275845	KOG0590	Checkpoint kinase and related serine/threonine protein kinases	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1282513	1282323	KOG0590	Checkpoint kinase and related serine/threonine protein kinases	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1300809	1300619	KOG0590	Checkpoint kinase and related serine/threonine protein kinases	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1437347	1437157	KOG0590	Checkpoint kinase and related serine/threonine protein kinases	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1531267	1531077	KOG0590	Checkpoint kinase and related serine/threonine protein kinases	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1580704	1580514	KOG0590	Checkpoint kinase and related serine/threonine protein kinases	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1592214	1592024	KOG0590	Checkpoint kinase and related serine/threonine protein kinases	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1724395	1724205	KOG0590	Checkpoint kinase and related serine/threonine protein kinases	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1582886	1582696	KOG0594	Protein kinase PCTAIRE and related kinases	General function prediction only 	POORLY CHARACTERIZED
1673184	1672994	KOG0594	Protein kinase PCTAIRE and related kinases	General function prediction only 	POORLY CHARACTERIZED
1724370	1724180	KOG0594	Protein kinase PCTAIRE and related kinases	General function prediction only 	POORLY CHARACTERIZED
1593337	1593147	KOG0595	Serine/threonine-protein kinase involved in autophagy	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1593337	1593147	KOG0595	Serine/threonine-protein kinase involved in autophagy	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1593337	1593147	KOG0595	Serine/threonine-protein kinase involved in autophagy	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
135604	135414	KOG0596	Dual specificity; serine/threonine and tyrosine kinase	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
730472	730282	KOG0598	Ribosomal protein S6 kinase and related proteins	General function prediction only 	POORLY CHARACTERIZED
763564	763374	KOG0598	Ribosomal protein S6 kinase and related proteins	General function prediction only 	POORLY CHARACTERIZED
1458275	1458085	KOG0598	Ribosomal protein S6 kinase and related proteins	General function prediction only 	POORLY CHARACTERIZED
730472	730282	KOG0598	Ribosomal protein S6 kinase and related proteins	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
763564	763374	KOG0598	Ribosomal protein S6 kinase and related proteins	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1458275	1458085	KOG0598	Ribosomal protein S6 kinase and related proteins	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1291082	1290892	KOG0600	Cdc2-related protein kinase	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1293310	1293120	KOG0600	Cdc2-related protein kinase	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1589566	1589376	KOG0601	Cyclin-dependent kinase WEE1	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1440874	1440684	KOG0602	Neutral trehalase	Carbohydrate transport and metabolism 	METABOLISM
1508704	1508514	KOG0602	Neutral trehalase	Carbohydrate transport and metabolism 	METABOLISM
757768	757578	KOG0603	Ribosomal protein S6 kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
964569	964379	KOG0603	Ribosomal protein S6 kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1000986	1000796	KOG0603	Ribosomal protein S6 kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
