#proteinId	gotermId	goName	gotermType	goAcc
1288806	2176	DNA binding	molecular_function	GO:0003677
1288806	3736	ATP binding	molecular_function	GO:0005524
1288806	2175	nucleic acid binding	molecular_function	GO:0003676
1288806	2792	helicase activity	molecular_function	GO:0004386
1288827	5830	metabolic process	biological_process	GO:0008152
1288827	9977	nucleotidyltransferase activity	molecular_function	GO:0016779
1288862	2658	metalloendopeptidase activity	molecular_function	GO:0004222
1288862	4639	proteolysis	biological_process	GO:0006508
1288862	2673	mitochondrial intermediate peptidase activity	molecular_function	GO:0004243
1288919	3433	Rab GTPase activator activity	molecular_function	GO:0005097
1288919	3827	intracellular	cellular_component	GO:0005622
1288919	15148	regulation of Rab GTPase activity	biological_process	GO:0032313
1288963	3925	small nucleolar ribonucleoprotein complex	cellular_component	GO:0005732
1288963	4513	rRNA processing	biological_process	GO:0006364
1288963	12091	rRNA binding	molecular_function	GO:0019843
1288970	2216	RNA binding	molecular_function	GO:0003723
1288970	2912	endoribonuclease activity	molecular_function	GO:0004521
1288970	16723	ribonuclease T2 activity	molecular_function	GO:0033897
1288990	6331	5-amino-6-(5-phosphoribosylamino)uracil reductase activity	molecular_function	GO:0008703
1288990	6836	riboflavin biosynthetic process	biological_process	GO:0009231
1289002	3736	ATP binding	molecular_function	GO:0005524
1289002	4927	transport	biological_process	GO:0006810
1289002	8976	ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism	molecular_function	GO:0015662
1289002	9320	membrane	cellular_component	GO:0016020
1289002	4929	cation transport	biological_process	GO:0006812
1289002	3670	calcium-transporting ATPase activity	molecular_function	GO:0005388
1289002	3724	calcium ion binding	molecular_function	GO:0005509
1289002	4933	calcium ion transport	biological_process	GO:0006816
1289002	8451	calcium ion transmembrane transporter activity	molecular_function	GO:0015085
1289002	10015	hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances	molecular_function	GO:0016820
1289020	2413	NADPH:quinone reductase activity	molecular_function	GO:0003960
1289031	7277	L-arabinokinase activity	molecular_function	GO:0009702
1289039	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
1289039	4143	carbohydrate metabolic process	biological_process	GO:0005975
1289039	2744	glucan 1,3-beta-glucosidase activity	molecular_function	GO:0004338
1289097	12251	heme binding	molecular_function	GO:0020037
1289097	16580	indoleamine 2,3-dioxygenase activity	molecular_function	GO:0033754
1289124	3737	GTP binding	molecular_function	GO:0005525
1289124	3838	nucleus	cellular_component	GO:0005634
1289124	3930	cytoplasm	cellular_component	GO:0005737
1289138	2413	NADPH:quinone reductase activity	molecular_function	GO:0003960
1289173	73	acyl-CoA binding	molecular_function	GO:0000062
1289182	2196	transcription factor activity	molecular_function	GO:0003700
1289182	3838	nucleus	cellular_component	GO:0005634
1289182	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
1289182	5939	zinc ion binding	molecular_function	GO:0008270
1289242	2413	NADPH:quinone reductase activity	molecular_function	GO:0003960
1289263	3727	protein binding	molecular_function	GO:0005515
1289263	5939	zinc ion binding	molecular_function	GO:0008270
1289265	3727	protein binding	molecular_function	GO:0005515
1289265	5239	cell communication	biological_process	GO:0007154
1289265	17271	phosphoinositide binding	molecular_function	GO:0035091
1289288	2176	DNA binding	molecular_function	GO:0003677
1289288	2356	DNA-directed RNA polymerase activity	molecular_function	GO:0003899
1289288	4500	transcription, DNA-dependent	biological_process	GO:0006351
1289288	2357	DNA-directed RNA polymerase I activity	molecular_function	GO:0003900
1289288	2358	DNA-directed RNA polymerase II activity	molecular_function	GO:0003901
1289288	2359	DNA-directed RNA polymerase III activity	molecular_function	GO:0003902
1289288	16888	RNA polymerase activity	molecular_function	GO:0034062
1289429	2175	nucleic acid binding	molecular_function	GO:0003676
1289430	4642	ubiquitin-dependent protein catabolic process	biological_process	GO:0006511
1289430	14302	cullin-RING ubiquitin ligase complex	cellular_component	GO:0031461
1289430	14466	ubiquitin protein ligase binding	molecular_function	GO:0031625
1289464	2176	DNA binding	molecular_function	GO:0003677
1289466	2632	pepsin A activity	molecular_function	GO:0004194
1289466	4639	proteolysis	biological_process	GO:0006508
1289466	2628	aspartic-type endopeptidase activity	molecular_function	GO:0004190
1289466	2630	cathepsin D activity	molecular_function	GO:0004192
1289467	2543	cholinesterase activity	molecular_function	GO:0004104
1289479	3838	nucleus	cellular_component	GO:0005634
1289479	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
1289485	2543	cholinesterase activity	molecular_function	GO:0004104
1289494	9292	ATP synthesis coupled proton transport	biological_process	GO:0015986
1289494	9691	proton-transporting two-sector ATPase complex	cellular_component	GO:0016469
1289494	21355	hydrogen ion transporting ATP synthase activity, rotational mechanism	molecular_function	GO:0046933
1289494	21380	hydrogen ion transporting ATPase activity, rotational mechanism	molecular_function	GO:0046961
1289504	2175	nucleic acid binding	molecular_function	GO:0003676
1289504	2914	ribonuclease H activity	molecular_function	GO:0004523
1289562	3032	prenyltransferase activity	molecular_function	GO:0004659
1289562	9321	integral to membrane	cellular_component	GO:0016021
1289569	2615	aminopeptidase activity	molecular_function	GO:0004177
1289569	4639	proteolysis	biological_process	GO:0006508
1289569	3930	cytoplasm	cellular_component	GO:0005737
1289569	10000	prolyl aminopeptidase activity	molecular_function	GO:0016804
1289592	9985	hydrolase activity	molecular_function	GO:0016787
1289592	10322	5-oxoprolinase (ATP-hydrolyzing) activity	molecular_function	GO:0017168
1289600	5939	zinc ion binding	molecular_function	GO:0008270
1289640	2632	pepsin A activity	molecular_function	GO:0004194
1289640	4639	proteolysis	biological_process	GO:0006508
1289640	2628	aspartic-type endopeptidase activity	molecular_function	GO:0004190
1289663	2615	aminopeptidase activity	molecular_function	GO:0004177
1289663	4639	proteolysis	biological_process	GO:0006508
1289663	3930	cytoplasm	cellular_component	GO:0005737
1289663	10000	prolyl aminopeptidase activity	molecular_function	GO:0016804
1289665	3838	nucleus	cellular_component	GO:0005634
1289695	3043	protein kinase activity	molecular_function	GO:0004672
1289695	3736	ATP binding	molecular_function	GO:0005524
1289695	4602	protein amino acid phosphorylation	biological_process	GO:0006468
1289695	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
1289695	3052	protein kinase CK2 activity	molecular_function	GO:0004682
1289722	2888	monooxygenase activity	molecular_function	GO:0004497
1289722	3721	iron ion binding	molecular_function	GO:0005506
1289722	4283	electron transport	biological_process	GO:0006118
1289722	12251	heme binding	molecular_function	GO:0020037
1289727	2700	subtilase activity	molecular_function	GO:0004289
1289727	4639	proteolysis	biological_process	GO:0006508
1289727	5908	serine-type peptidase activity	molecular_function	GO:0008236
1289727	11413	tripeptidyl-peptidase I activity	molecular_function	GO:0019131
1289734	3736	ATP binding	molecular_function	GO:0005524
1289734	3891	chromosome	cellular_component	GO:0005694
1289734	4420	DNA metabolic process	biological_process	GO:0006259
1289734	3727	protein binding	molecular_function	GO:0005515
1289734	24525	chromosome organization and biogenesis	biological_process	GO:0051276
1289745	2888	monooxygenase activity	molecular_function	GO:0004497
1289745	3721	iron ion binding	molecular_function	GO:0005506
1289745	4283	electron transport	biological_process	GO:0006118
1289745	12251	heme binding	molecular_function	GO:0020037
1289745	23642	unspecific monooxygenase activity	molecular_function	GO:0050381
1289754	2175	nucleic acid binding	molecular_function	GO:0003676
1289754	3736	ATP binding	molecular_function	GO:0005524
1289754	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
1289758	5765	N-acetyltransferase activity	molecular_function	GO:0008080
1289758	5830	metabolic process	biological_process	GO:0008152
1289766	2290	catalytic activity	molecular_function	GO:0003824
1289772	2615	aminopeptidase activity	molecular_function	GO:0004177
1289772	4639	proteolysis	biological_process	GO:0006508
1289772	3930	cytoplasm	cellular_component	GO:0005737
1289772	10000	prolyl aminopeptidase activity	molecular_function	GO:0016804
1289786	9823	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function	GO:0016616
1289786	22441	cofactor binding	molecular_function	GO:0048037
1289789	2176	DNA binding	molecular_function	GO:0003677
1289789	2290	catalytic activity	molecular_function	GO:0003824
1289797	2888	monooxygenase activity	molecular_function	GO:0004497
1289797	3721	iron ion binding	molecular_function	GO:0005506
1289797	4283	electron transport	biological_process	GO:0006118
1289797	12251	heme binding	molecular_function	GO:0020037
1289797	23642	unspecific monooxygenase activity	molecular_function	GO:0050381
1289820	2175	nucleic acid binding	molecular_function	GO:0003676
1289820	2792	helicase activity	molecular_function	GO:0004386
1289820	3736	ATP binding	molecular_function	GO:0005524
1289820	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
1289858	12037	small conjugating protein ligase activity	molecular_function	GO:0019787
1289858	19152	post-translational protein modification	biological_process	GO:0043687
1289858	24495	regulation of protein metabolic process	biological_process	GO:0051246
1289858	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
1289858	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
1289858	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
1289858	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
1289858	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
1289890	3838	nucleus	cellular_component	GO:0005634
1289890	5939	zinc ion binding	molecular_function	GO:0008270
1289908	2246	actin binding	molecular_function	GO:0003779
1289908	5958	F-actin capping protein complex	cellular_component	GO:0008290
1289908	12936	actin cytoskeleton organization and biogenesis	biological_process	GO:0030036
1289928	2441	acid phosphatase activity	molecular_function	GO:0003993
1289945	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
1289945	4143	carbohydrate metabolic process	biological_process	GO:0005975
1289945	2744	glucan 1,3-beta-glucosidase activity	molecular_function	GO:0004338
1289949	2175	nucleic acid binding	molecular_function	GO:0003676
1289949	2914	ribonuclease H activity	molecular_function	GO:0004523
1289969	162	nucleotide binding	molecular_function	GO:0000166
1289969	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
1289969	2176	DNA binding	molecular_function	GO:0003677
1289969	3838	nucleus	cellular_component	GO:0005634
1289969	4421	DNA replication	biological_process	GO:0006260
1289969	2187	DNA clamp loader activity	molecular_function	GO:0003689
1289969	3736	ATP binding	molecular_function	GO:0005524
1289969	3862	DNA replication factor C complex	cellular_component	GO:0005663
1289980	5830	metabolic process	biological_process	GO:0008152
1289980	9988	phosphoric monoester hydrolase activity	molecular_function	GO:0016791
1290016	2888	monooxygenase activity	molecular_function	GO:0004497
1290016	3721	iron ion binding	molecular_function	GO:0005506
1290016	4283	electron transport	biological_process	GO:0006118
1290016	12251	heme binding	molecular_function	GO:0020037
1290016	23642	unspecific monooxygenase activity	molecular_function	GO:0050381
1290019	2888	monooxygenase activity	molecular_function	GO:0004497
1290019	3721	iron ion binding	molecular_function	GO:0005506
1290019	4283	electron transport	biological_process	GO:0006118
1290019	12251	heme binding	molecular_function	GO:0020037
1290019	23642	unspecific monooxygenase activity	molecular_function	GO:0050381
1290072	3117	ribose-5-phosphate isomerase activity	molecular_function	GO:0004751
1290072	6661	pentose-phosphate shunt, non-oxidative branch	biological_process	GO:0009052
1290077	2888	monooxygenase activity	molecular_function	GO:0004497
1290077	3721	iron ion binding	molecular_function	GO:0005506
1290077	4283	electron transport	biological_process	GO:0006118
1290077	12251	heme binding	molecular_function	GO:0020037
1290077	23642	unspecific monooxygenase activity	molecular_function	GO:0050381
1290122	9821	oxidoreductase activity, acting on CH-OH group of donors	molecular_function	GO:0016614
1290122	23919	FAD binding	molecular_function	GO:0050660
1290122	4234	alcohol metabolic process	biological_process	GO:0006066
1290132	3727	protein binding	molecular_function	GO:0005515
1290132	5939	zinc ion binding	molecular_function	GO:0008270
1290132	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
1290132	4643	ubiquitin cycle	biological_process	GO:0006512
1290132	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
1290132	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
1290132	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
1290132	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
1290160	3724	calcium ion binding	molecular_function	GO:0005509
1290163	5849	O-methyltransferase activity	molecular_function	GO:0008171
1290171	5765	N-acetyltransferase activity	molecular_function	GO:0008080
1290171	5830	metabolic process	biological_process	GO:0008152
1290171	2749	glucosamine 6-phosphate N-acetyltransferase activity	molecular_function	GO:0004343
1290192	3736	ATP binding	molecular_function	GO:0005524
1290192	4927	transport	biological_process	GO:0006810
1290192	8976	ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism	molecular_function	GO:0015662
1290192	9320	membrane	cellular_component	GO:0016020
1290192	281	magnesium ion binding	molecular_function	GO:0000287
1290192	2456	phospholipid-translocating ATPase activity	molecular_function	GO:0004012
1290192	9220	phospholipid transport	biological_process	GO:0015914
1290192	9321	integral to membrane	cellular_component	GO:0016021
1290192	10015	hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances	molecular_function	GO:0016820
1290211	2196	transcription factor activity	molecular_function	GO:0003700
1290211	3838	nucleus	cellular_component	GO:0005634
1290211	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
1290211	19030	sequence-specific DNA binding	molecular_function	GO:0043565
1290215	2227	structural constituent of ribosome	molecular_function	GO:0003735
1290215	3827	intracellular	cellular_component	GO:0005622
1290215	4025	ribosome	cellular_component	GO:0005840
1290215	4556	translation	biological_process	GO:0006412
1290215	9241	small ribosomal subunit	cellular_component	GO:0015935
1290221	2914	ribonuclease H activity	molecular_function	GO:0004523
1290221	9366	RNA metabolic process	biological_process	GO:0016070
1290221	2175	nucleic acid binding	molecular_function	GO:0003676
1290249	3642	sugar:hydrogen symporter activity	molecular_function	GO:0005351
1290249	6276	carbohydrate transport	biological_process	GO:0008643
1290249	9320	membrane	cellular_component	GO:0016020
1290249	3546	transporter activity	molecular_function	GO:0005215
1290249	4927	transport	biological_process	GO:0006810
1290249	9321	integral to membrane	cellular_component	GO:0016021
1290272	6075	acyltransferase activity	molecular_function	GO:0008415
1290272	2534	carnitine O-acetyltransferase activity	molecular_function	GO:0004092
1290312	3166	triacylglycerol lipase activity	molecular_function	GO:0004806
1290322	3166	triacylglycerol lipase activity	molecular_function	GO:0004806
1290374	9985	hydrolase activity	molecular_function	GO:0016787
1290389	2615	aminopeptidase activity	molecular_function	GO:0004177
1290389	4639	proteolysis	biological_process	GO:0006508
1290389	3930	cytoplasm	cellular_component	GO:0005737
1290389	10000	prolyl aminopeptidase activity	molecular_function	GO:0016804
1290399	3425	Rho guanyl-nucleotide exchange factor activity	molecular_function	GO:0005089
1290399	3827	intracellular	cellular_component	GO:0005622
1290399	17205	regulation of Rho protein signal transduction	biological_process	GO:0035023
1290399	3419	small GTPase regulator activity	molecular_function	GO:0005083
1290498	2175	nucleic acid binding	molecular_function	GO:0003676
1290506	5939	zinc ion binding	molecular_function	GO:0008270
1290506	9710	oxidoreductase activity	molecular_function	GO:0016491
1290506	16540	D-arabinitol dehydrogenase (NADP+) activity	molecular_function	GO:0033709
1290562	2290	catalytic activity	molecular_function	GO:0003824
1290562	19375	cellular metabolic process	biological_process	GO:0044237
1290562	23921	coenzyme binding	molecular_function	GO:0050662
1290562	2175	nucleic acid binding	molecular_function	GO:0003676
1290562	5846	methyltransferase activity	molecular_function	GO:0008168
1290562	15094	methylation	biological_process	GO:0032259
1290562	19356	methylglyoxal reductase (NADPH-dependent) activity	molecular_function	GO:0043892
1290563	5939	zinc ion binding	molecular_function	GO:0008270
1290563	9710	oxidoreductase activity	molecular_function	GO:0016491
1290563	16540	D-arabinitol dehydrogenase (NADP+) activity	molecular_function	GO:0033709
1290566	2246	actin binding	molecular_function	GO:0003779
1290585	2441	acid phosphatase activity	molecular_function	GO:0003993
1290588	2216	RNA binding	molecular_function	GO:0003723
1290626	2320	3-beta-hydroxy-delta5-steroid dehydrogenase activity	molecular_function	GO:0003854
1290626	4821	steroid biosynthetic process	biological_process	GO:0006694
1290626	247	C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity	molecular_function	GO:0000252
1290626	21430	sterol-4-alpha-carboxylate 3-dehydrogenase (decarboxylating) activity	molecular_function	GO:0047012
1290638	2175	nucleic acid binding	molecular_function	GO:0003676
1290640	5830	metabolic process	biological_process	GO:0008152
1290640	9710	oxidoreductase activity	molecular_function	GO:0016491
1290640	9837	protochlorophyllide reductase activity	molecular_function	GO:0016630
1290678	12251	heme binding	molecular_function	GO:0020037
1290678	21336	transition metal ion binding	molecular_function	GO:0046914
1290695	2796	hexokinase activity	molecular_function	GO:0004396
1290695	3736	ATP binding	molecular_function	GO:0005524
1290695	4261	glycolysis	biological_process	GO:0006096
1290735	5869	phosphatidate phosphatase activity	molecular_function	GO:0008195
1290766	3708	binding	molecular_function	GO:0005488
1290770	2216	RNA binding	molecular_function	GO:0003723
1290772	5830	metabolic process	biological_process	GO:0008152
1290772	9710	oxidoreductase activity	molecular_function	GO:0016491
1290772	9837	protochlorophyllide reductase activity	molecular_function	GO:0016630
1290782	4595	protein complex assembly	biological_process	GO:0006461
1290782	9320	membrane	cellular_component	GO:0016020
1290799	2613	endopeptidase activity	molecular_function	GO:0004175
1290799	4024	proteasome core complex	cellular_component	GO:0005839
1290799	4642	ubiquitin-dependent protein catabolic process	biological_process	GO:0006511
1290799	2706	threonine endopeptidase activity	molecular_function	GO:0004298
1290799	2707	proteasome endopeptidase activity	molecular_function	GO:0004299
1290817	2214	telomerase activity	molecular_function	GO:0003720
1290817	2217	RNA helicase activity	molecular_function	GO:0003724
1290817	2353	DNA-directed DNA polymerase activity	molecular_function	GO:0003887
1290817	2355	DNA primase activity	molecular_function	GO:0003896
1290817	3140	sulfate adenylyltransferase activity	molecular_function	GO:0004779
1290817	5866	RNA guanylyltransferase activity	molecular_function	GO:0008192
1290817	5867	tRNA guanylyltransferase activity	molecular_function	GO:0008193
1290817	6520	mannose-phosphate guanylyltransferase activity	molecular_function	GO:0008905
1290817	16508	DNA/RNA helicase activity	molecular_function	GO:0033677
1290817	18825	CTP:2,3-di-O-geranylgeranyl-sn-glycero-1-phosphate cytidyltransferase	molecular_function	GO:0043338
1290817	19278	phospholactate guanylyltransferase activity	molecular_function	GO:0043814
1290837	22223	D-arabinose 1-dehydrogenase activity	molecular_function	GO:0047816
1290855	9710	oxidoreductase activity	molecular_function	GO:0016491
1290855	21336	transition metal ion binding	molecular_function	GO:0046914
1290861	2290	catalytic activity	molecular_function	GO:0003824
1290861	5830	metabolic process	biological_process	GO:0008152
1290892	3043	protein kinase activity	molecular_function	GO:0004672
1290892	3736	ATP binding	molecular_function	GO:0005524
1290892	4602	protein amino acid phosphorylation	biological_process	GO:0006468
1290892	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
1290896	2888	monooxygenase activity	molecular_function	GO:0004497
1290896	3721	iron ion binding	molecular_function	GO:0005506
1290896	4283	electron transport	biological_process	GO:0006118
1290896	12251	heme binding	molecular_function	GO:0020037
1290896	23642	unspecific monooxygenase activity	molecular_function	GO:0050381
1290904	2290	catalytic activity	molecular_function	GO:0003824
1290904	4598	protein modification process	biological_process	GO:0006464
1290908	4556	translation	biological_process	GO:0006412
1290908	10079	carbon-nitrogen ligase activity, with glutamine as amido-N-donor	molecular_function	GO:0016884
1290908	10069	ligase activity	molecular_function	GO:0016874
1290929	2196	transcription factor activity	molecular_function	GO:0003700
1290929	3838	nucleus	cellular_component	GO:0005634
1290929	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
1290929	5939	zinc ion binding	molecular_function	GO:0008270
1290929	19030	sequence-specific DNA binding	molecular_function	GO:0043565
1290937	2175	nucleic acid binding	molecular_function	GO:0003676
1290947	110	histidine biosynthetic process	biological_process	GO:0000105
1290947	2799	histidinol dehydrogenase activity	molecular_function	GO:0004399
1290947	3009	phosphoribosyl-AMP cyclohydrolase activity	molecular_function	GO:0004635
1290947	3010	phosphoribosyl-ATP diphosphatase activity	molecular_function	GO:0004636
1290947	5939	zinc ion binding	molecular_function	GO:0008270
1290947	24535	NAD binding	molecular_function	GO:0051287
1290947	5830	metabolic process	biological_process	GO:0008152
1290947	9710	oxidoreductase activity	molecular_function	GO:0016491
1290949	3827	intracellular	cellular_component	GO:0005622
1290949	4996	ER to Golgi vesicle-mediated transport	biological_process	GO:0006888
1290949	4927	transport	biological_process	GO:0006810
1290988	2917	exonuclease activity	molecular_function	GO:0004527
1290988	3827	intracellular	cellular_component	GO:0005622
1290988	2175	nucleic acid binding	molecular_function	GO:0003676
1290988	2909	nuclease activity	molecular_function	GO:0004518
1290988	18089	phosphoric ester hydrolase activity	molecular_function	GO:0042578
1290988	19229	T/G mismatch-specific endonuclease activity	molecular_function	GO:0043765
1290989	587	nucleosome	cellular_component	GO:0000786
1290989	2176	DNA binding	molecular_function	GO:0003677
1290989	3838	nucleus	cellular_component	GO:0005634
1290989	4484	nucleosome assembly	biological_process	GO:0006334
1290995	3827	intracellular	cellular_component	GO:0005622
1290995	4996	ER to Golgi vesicle-mediated transport	biological_process	GO:0006888
1290995	4927	transport	biological_process	GO:0006810
1291002	9321	integral to membrane	cellular_component	GO:0016021
1291002	24459	protein insertion into membrane	biological_process	GO:0051205
1291051	2290	catalytic activity	molecular_function	GO:0003824
1291051	5830	metabolic process	biological_process	GO:0008152
1291051	974	aminocarboxymuconate-semialdehyde decarboxylase activity	molecular_function	GO:0001760
1291073	2175	nucleic acid binding	molecular_function	GO:0003676
1291088	9320	membrane	cellular_component	GO:0016020
1291101	5053	response to stress	biological_process	GO:0006950
1291101	9321	integral to membrane	cellular_component	GO:0016021
1291103	2228	translation initiation factor activity	molecular_function	GO:0003743
1291103	4557	translational initiation	biological_process	GO:0006413
1291120	2994	phospholipase activity	molecular_function	GO:0004620
1291120	9570	lipase activity	molecular_function	GO:0016298
1291120	11033	1-oxa-2-oxocycloheptane lactonase activity	molecular_function	GO:0018731
1291120	11034	sulfolactone hydrolase activity	molecular_function	GO:0018732
1291120	11035	3,4-dihydrocoumarin hydrolase activity	molecular_function	GO:0018733
1291120	11036	butyrolactone hydrolase activity	molecular_function	GO:0018734
1291133	4650	amino acid metabolic process	biological_process	GO:0006520
1291133	13063	pyridoxal phosphate binding	molecular_function	GO:0030170
1291133	2559	cystathionine beta-lyase activity	molecular_function	GO:0004121
1291155	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
1291155	4143	carbohydrate metabolic process	biological_process	GO:0005975
1291155	2945	beta-mannosidase activity	molecular_function	GO:0004567
1291157	2196	transcription factor activity	molecular_function	GO:0003700
1291157	3838	nucleus	cellular_component	GO:0005634
1291157	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
1291157	19030	sequence-specific DNA binding	molecular_function	GO:0043565
1291171	2290	catalytic activity	molecular_function	GO:0003824
1291227	2216	RNA binding	molecular_function	GO:0003723
1291227	9667	tRNA-pseudouridine synthase activity	molecular_function	GO:0016439
1291227	13963	tRNA pseudouridine synthesis	biological_process	GO:0031119
1291227	754	pseudouridine synthesis	biological_process	GO:0001522
1291227	3096	pseudouridylate synthase activity	molecular_function	GO:0004730
1291234	155	two-component response regulator activity	molecular_function	GO:0000156
1291234	157	two-component signal transduction system (phosphorelay)	biological_process	GO:0000160
1291234	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
1291239	2175	nucleic acid binding	molecular_function	GO:0003676
1291239	3827	intracellular	cellular_component	GO:0005622
1291239	5939	zinc ion binding	molecular_function	GO:0008270
1291271	9988	phosphoric monoester hydrolase activity	molecular_function	GO:0016791
1291271	3087	phosphoprotein phosphatase activity	molecular_function	GO:0004721
1291271	3089	calcium-dependent protein serine/threonine phosphatase activity	molecular_function	GO:0004723
1291271	3090	magnesium-dependent protein serine/threonine phosphatase activity	molecular_function	GO:0004724
1291271	4132	magnesium-dependent protein serine/threonine phosphatase complex	cellular_component	GO:0005963
1291271	6080	CTD phosphatase activity	molecular_function	GO:0008420
1291271	6240	calcium-dependent protein serine/threonine phosphatase regulator activity	molecular_function	GO:0008597
1291271	10186	myosin phosphatase activity	molecular_function	GO:0017018
1291271	10187	myosin phosphatase regulator activity	molecular_function	GO:0017020
1291271	10190	myosin phosphatase complex	cellular_component	GO:0017023
1291281	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
1291281	4143	carbohydrate metabolic process	biological_process	GO:0005975
1291281	2290	catalytic activity	molecular_function	GO:0003824
1291281	6429	cellulase activity	molecular_function	GO:0008810
1291299	3032	prenyltransferase activity	molecular_function	GO:0004659
1291299	9321	integral to membrane	cellular_component	GO:0016021
1291299	6667	biosynthetic process	biological_process	GO:0009058
1291299	21709	4-hydroxybenzoate nonaprenyltransferase activity	molecular_function	GO:0047293
1291327	3737	GTP binding	molecular_function	GO:0005525
1291327	5344	small GTPase mediated signal transduction	biological_process	GO:0007264
1291327	3827	intracellular	cellular_component	GO:0005622
1291327	8400	protein transport	biological_process	GO:0015031
1291343	2176	DNA binding	molecular_function	GO:0003677
1291350	2368	DNA photolyase activity	molecular_function	GO:0003913
1291350	4440	DNA repair	biological_process	GO:0006281
1291350	2360	deoxyribodipyrimidine photo-lyase activity	molecular_function	GO:0003904
1291364	3114	ribonucleoside-diphosphate reductase activity	molecular_function	GO:0004748
1291364	6791	deoxyribonucleoside diphosphate metabolic process	biological_process	GO:0009186
1291364	9710	oxidoreductase activity	molecular_function	GO:0016491
1291364	21336	transition metal ion binding	molecular_function	GO:0046914
1291412	3933	mitochondrial outer membrane	cellular_component	GO:0005741
1291412	4936	anion transport	biological_process	GO:0006820
1291412	5976	voltage-gated anion channel activity	molecular_function	GO:0008308
1291450	4786	phosphatidylserine biosynthetic process	biological_process	GO:0006659
1291457	3042	protein-S-isoprenylcysteine O-methyltransferase activity	molecular_function	GO:0004671
1291457	4614	C-terminal protein amino acid methylation	biological_process	GO:0006481
1291457	9321	integral to membrane	cellular_component	GO:0016021
1291459	3736	ATP binding	molecular_function	GO:0005524
1291459	10082	ATPase activity	molecular_function	GO:0016887
1291459	162	nucleotide binding	molecular_function	GO:0000166
1291459	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
1291459	6209	xenobiotic-transporting ATPase activity	molecular_function	GO:0008559
1291494	2632	pepsin A activity	molecular_function	GO:0004194
1291494	4639	proteolysis	biological_process	GO:0006508
1291504	587	nucleosome	cellular_component	GO:0000786
1291504	2176	DNA binding	molecular_function	GO:0003677
1291504	3838	nucleus	cellular_component	GO:0005634
1291504	4484	nucleosome assembly	biological_process	GO:0006334
1291510	2793	heme oxygenase (decyclizing) activity	molecular_function	GO:0004392
1291510	4905	heme oxidation	biological_process	GO:0006788
1291531	2888	monooxygenase activity	molecular_function	GO:0004497
1291531	3721	iron ion binding	molecular_function	GO:0005506
1291531	4283	electron transport	biological_process	GO:0006118
1291531	12251	heme binding	molecular_function	GO:0020037
1291531	10970	benzoate 4-monooxygenase activity	molecular_function	GO:0018664
1291536	2774	glycerol-3-phosphate dehydrogenase activity	molecular_function	GO:0004368
1291536	4240	glycerol-3-phosphate metabolic process	biological_process	GO:0006072
1291536	6928	glycerol-3-phosphate dehydrogenase complex	cellular_component	GO:0009331
1291536	9710	oxidoreductase activity	molecular_function	GO:0016491
1291542	2196	transcription factor activity	molecular_function	GO:0003700
1291542	3838	nucleus	cellular_component	GO:0005634
1291542	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
1291542	5939	zinc ion binding	molecular_function	GO:0008270
1291561	3042	protein-S-isoprenylcysteine O-methyltransferase activity	molecular_function	GO:0004671
1291561	4614	C-terminal protein amino acid methylation	biological_process	GO:0006481
1291561	9321	integral to membrane	cellular_component	GO:0016021
